source,target
What have you done with my pen? It was here a minute ago.,你把我的钢笔怎么了
I like Tom's attitude.,我喜欢
All their secrets have been revealed.,他们所有的秘密都已经被揭晓了
I belong to a tennis club.,我是网球俱乐部的会员
This ticket is valid for three days.,这张票三日有效
What did he ask you?,他问你什么
He was laughed at by his friends.,他被他的朋友们取笑了
You are going too far.,你太过分了
This homework is difficult for me.,这个家庭作业对我来说很困难
I am not always free on Sundays.,我星期日并不总是有空
"""If you had a million dollars, what would you do?""",你有
I don't like his affected manner of speaking.,我不喜欢他做作的说话方式
They're typical youngsters.,他们是典型的年轻人
I've tried to contact Tom.,我试过去联系汤姆
Don't worry.,你不要着急
"""You like classical music, don't you?""",你喜欢古典音乐
I've found a place to live.,我找到了个住处
Tom can't afford this.,汤姆买不起这个东西
I am looking forward to hearing from you soon.,我期待很快就能收到你的信
Tom was trying hard not to laugh out loud.,汤姆拼命地忍住笑声
She still hasn't heard this news.,她还没听到这个消息
He made a speech in plain English.,他用浅显的英语演讲
The missing cat has not been found yet.,失踪的猫还没被找到
I forgot to attach a stamp to the envelope.,我忘记在信封上贴邮票了
It would be helpful if you could do that for me.,您那样做的话
It is going to rain soon.,天快要下雨了
You may go.,你可以去了
Many attended his funeral.,很多人都参加了他的葬礼
He divided one million dollars among his five sons.,他把一百万美元分给他五个儿子
The days are getting longer and longer.,白天渐渐地越来越长
The matter is all settled.,这个问题已经完全解决了
Where is my seat?,我的位子在哪儿
The prisoner was released.,囚犯重获自由
I contacted my parents.,我跟父母联络了一下
Would you care for another glass of beer?,再来一杯啤酒怎么样
Have your goals changed?,你们的目标变了吗
Why did you buy travel insurance?,为什么你买了旅行保险
I wish I were young.,但愿我还年轻
There is only one book on the desk.,桌子上只有一本书
He used to be an imaginative boy.,他曾经是一个富有想像力的男孩
I'd like you to tell me the truth.,我想要你把真相告诉我
He has a lot of hobbies.,他有很多兴趣爱好
What are your thoughts on this?,你觉得这个怎么样
You ask too many questions.,你问题太多了
The motel can accommodate as many as 400 guests.,汽车旅馆可以接待多达
I will be at the meeting.,我会出席会议的
I should've gone home earlier.,我该早点回家
The baby started crying.,宝宝开始哭了
Let me try.,让我试试
This is the best movie I've ever seen.,这部电影是我迄今为止看过的最好的一部
We'll stay quiet.,我们会保持安静
I missed you very much yesterday.,我昨天非常想念你
Do you follow?,懂了吗
I believe in love.,我相信爱情
He was appointed ambassador to Britain.,他被任命为驻英国大使
How is the weather there?,那里的天气怎么样
I have an opinion.,我有一个意见
What's the meaning of this word?,这个字的意思是什么
I think you will find it convenient to put a short-cut on the desktop.,我想你迟早会知道在桌面建立一个快捷方式是有多方便
I had difficulty working out the problem.,我在解决这个问题上有困难
I'm coming to see you tomorrow.,我明天会来看你
It was my duty to do that.,做那事是我的责任
You don't need to worry.,你不必著急
Tom can't tell Mary his real feelings.,汤姆不能把他的真实感受告诉玛丽
She looked well when I last saw her.,上次我见到她的时候
How long will we have to wait?,我们要等多久
I can comfort her.,我可以安慰她
"""Actually, it was pretty boring.""",实际上
Tom appeared on television last night.,汤姆昨晚上电视了
How old are your kids?,你的孩子多大了
"""If you want to go, then go. If you don't want to, then it's no big deal.""",如果你想去
His intelligence and experience enabled him to deal with the trouble.,他的智慧和经验使他能处理这个麻烦
That's a face I've seen before.,这张脸我以前见过
The car pulled up in front of the bank.,这辆车在银行前面停下来了
It isn't as difficult as you think.,那个没你想象的那么难
You must've been asleep.,你一定睡著了
We made it out of there.,我们从那里逃了出来
I am interested in palm reading.,我对掌上阅读很感兴趣
She married a musician.,她和一位音乐家结了婚
Do you think they noticed?,你认为他们注意到了吗
You're a true friend.,你是个真正的朋友
Tom will try to stop me for sure.,汤姆一定会来阻止我
You ought to have come to see me yesterday.,你昨天应该来看我的
Would you please have a look at these papers?,请你看看这些文件
My neck hurts.,我脖子痛
"""I refused, of course.""",我当然拒绝了
I'm a teacher.,我是个老师
How long will this rope hold?,这条绳子能撑多久
She pretended to be a student.,她假装是学生
Has Tom come back already?,汤姆已经回来了吗
Tom made a sandwich.,汤姆做了个三明治
God helps those who help themselves.,上天会帮助自力更生的人
Where is the bathroom?,洗手间在哪里
Tom has something very important to tell Mary.,汤姆有很重要的事要告诉玛丽
Tom can keep a secret.,汤姆会保密
You can't say that.,你不能这么说
He told me to be kind to others.,他叫我对别人好一点
Do you have an English menu?,你有英语的菜单吗
"""If you won a million yen, what would you do?""",如果你中了一百万日元的奖
You're a better skier than me.,你滑雪比我好
They'll understand that.,他们会明白
I had no idea Tom wasn't happy.,我不知道汤姆不开心
There is a photo of Tom on Mary's desk.,在玛丽的桌上有张汤姆的照片
I don't want to go away.,我不想离开
Tom is the manager of a small restaurant.,汤姆是一家小餐馆的经理
"""You thought I didn't need to do that, didn't you?""",你还以为我不需要那么做
"""He looks old, but he is still in his twenties.""",他看上去老
The policeman told me that the last bus leaves at ten.,警察告诉我巴士的末班车在十点出发
"""If Tom doesn't surrender, shoot him.""",如果汤姆不投降
I was bored with his speech.,他的演讲让我很无聊
Tom doesn't have to help me anymore.,汤姆不必帮我
You're sick!,你有病
He quickly made friends with the new boy on the block.,他很快便与小区里新来的男孩交上了朋友
You can rely on him.,你可以依靠他
I didn't know that Tom was going to be arrested.,我不知道汤姆要被逮捕了
Were you happy?,你开心吗
Do you share a room?,你们共住一个房间吗
Don't shoot.,停火
Do you want this T-shirt?,你要这件
Let's begin.,让我们开始吧
He is very sensitive.,他很敏感
She lives in a large house.,她住在一栋大房子里
Are you referring to me?,你在说我吗
Tom was crying.,汤姆当时在哭
The funeral was yesterday.,葬礼是昨天
This towel is so soft and fluffy. It feels good!,这条毛巾蓬松又柔软
Please make a milkshake for me.,请帮我做个奶昔
Could you please repeat what you just said?,您可以再重复一遍刚才说的话吗
Thank you for your cooperation.,谢谢您的合作
We want peace in the world.,我们希望世界和平
I'll call you as soon as I've finished.,我办完事会立刻联络你
His mother didn't want to do it.,他的母亲不想做
It is likely to rain again.,很有可能还会下雨
What languages are you good at speaking?,你擅长说哪种语言
Where do you work now?,你现在在哪里工作
Stop getting yourself worked up over little things.,不要让自己因为一些小事而烦躁了
He was hurt in a car accident.,他在一次车祸中受伤了
Running is good for your health.,跑步对你的健康有益
"""Compared to Tokyo, London is small.""",和东京比
Don't start without me.,我不在就别开始
That patient may die at any time.,病人随时会死
We are traveling on a tight budget.,我们用少的预算旅行
Where are the showers?,浴室在哪里
I couldn't agree with you more.,我再同意你不过了
Last summer I traveled to Italy.,去年夏天我去意大利旅行
He differs from his brother.,他和他兄弟不一样
Keep going.,继续吧
He may have lost his way.,他可能迷路了
I spent last Sunday reading a novel.,我上周日花时间看了一本小说
"""You can lie to everyone else, but you can't lie to yourself.""",你可以向别人撒谎
"""Before he went fishing, he dug up some worms for bait.""",出去钓鱼前
What will you use it for?,你会用它来做什么
Whose is this bicycle?,这辆自行车是谁的
Allow me to go.,请允许我去
Why didn't you call me last night?,怎么你昨晚没有给我打电话
This might not be a genuine diamond.,这可能不是真的钻石
You've arrived very early.,你来得很早
I'm allergic to corn.,我玉米过敏
Doesn't Tom have any friends?,汤姆没有朋友吗
What are you girls doing?,你们这些姑娘在做甚么
I work every day but Sunday.,除了星期天我每一天都工作
The assistant took the money.,助手拿了钱
I heard a car pull up.,我听到一辆车停了下来
Tom crushed the garlic.,汤姆捣碎了大蒜
When are you going to quit smoking?,你何时要戒烟
He's a bit energetic.,他有点活泼
Tom did a very good job today.,汤姆今天做得非常好
His absence gave birth to all sorts of rumors.,他的缺席导致了各种谣言的产生
The paint was coming off the wall.,油漆从墙上脱落
There's no one in your bedroom.,你的卧室里没有人
You were late for work.,你上班迟到了
What did you answer?,你回答了什么
Would you like to add anything to what I've said?,您对我说的话有什么要补充的吗
Cheese is made from milk.,奶酪是用奶做成的
The sky grew darker and darker.,天空变得越来越暗了
We were crowded into the small room.,我们挤进了那间小房间里
I'd like you to come back next week.,我想让你下周回来
This laboratory is equipped with the latest computers.,这个实验室配备了最新的计算机
"""Owing to its landmass, the Antarctic has an air temperature lower than that of the Arctic.""",南极因为有大陆
Tom certainly is a good teacher.,汤姆确实是位好老师
I didn't sing.,我没唱歌
Is this the first time that you've seen this movie?,这是你第一次看这部电影吗
Tom should be here soon.,汤姆应该很快就到
The truth can be more painful than a lie.,真相可能比谎言更令人痛苦
"""When she was three years old, her father died.""",她父亲在她三岁时死了
It was ten years ago that he first came to Japan.,他第一次来到日本是在十年前
She went down to the fifth floor.,她下五楼去了
She complained about my low salary.,她抱怨我的工资低
Umbrellas sell well.,雨伞卖得好
The law isn't always fair.,法律并不总是公平的
Has something good happened?,发生了什么好事吗
Tom is three years younger than Mary is.,汤姆比玛丽小三岁
The girl wore a yellow ribbon in her hair.,那女孩的头发上绑了一根黄丝带
Do you think Tom will show up?,你认为汤姆会出现吗
We've got to start thinking about recycling.,我们必须开始考虑回收
It's hard to believe that Tom wasn't aware that Mary was in love with him.,真难相信汤姆不知道玛丽爱他
I know your son.,我认识你儿子
Try it again.,再试一次
Tom is still in Boston.,汤姆还在波士顿
I'll show you around town.,我会带你逛逛这个镇
Are you still at the office?,你还在办公室里吗
We met at two in the afternoon.,我们今天下午两点见得面
A plane is flying above the city.,一架飞机在这个城市上空飞行
Speak softly.,你说话小点声
Put your guns down.,放下你的枪
He said that he gets up at 6 o'clock every day.,他说他每天早上六点起床
Are there any English magazines in this library?,这间图书馆有任何英语杂志吗
Perhaps he missed the train.,他可能错过了火车
I helped him yesterday.,昨天我帮了他
They must have had an accident.,他们一定发生了意外
Where is your house?,你们家在哪
Did you see it?,您看见它了吗
Were you at school at that time?,那时你在学校吗
"""Could I get one more beer, please?""",再给我一瓶啤酒好吗
All sorts of people live in Tokyo.,各式各样的人住在东京
I don't think that I ordered that.,我觉得我没有下命令
May I introduce myself?,我可以自我介绍吗
I'm accustomed to getting up early.,我习惯早起
She backed her car into the garage.,她倒车进车库
Meet me there.,在那里见我
I need to know.,我需要知道
I can't bear this pain.,我无法忍受这个痛苦
Won't you have some more tea?,您不想再喝点茶吗
He will make a good team captain.,他会成为一个好队长
I have nothing to hide.,我没什么可隐藏
He has been to many places.,他去过很多地方
This isn't the type that I like.,这不是我喜欢的类型
"""Maybe I'll go, and maybe I won't.""",也许我会去
The boy can count to ten.,这小男孩能数到十
A permanent job is better than a temporary one.,正式工比临时工要好
He suspects me of telling a lie.,他怀疑我说谎
We aren't afraid of death.,我们不怕死
I received your letter yesterday.,我昨天收到了你的信
I'm an only child.,我是独生子
How do you say this word?,你们怎么读这个词
Look at me with your books closed.,把你的书合起来看著我
Step on it!,快一点
He cured my illness.,我的病给他治好了
I work every day except for Sundays.,除了星期天我每一天都工作
I can still remember the time when we went on a picnic together.,我还记得我和你一起去野餐的时候
Tom plays chess better than me.,汤姆下国际象棋比我好
He took the wrong bus by mistake.,他搭错了车
The man you saw yesterday was my uncle.,你昨天看到的那个男人是我叔叔
How long have you two been together?,你们两个在一起多久了
I'll have another beer.,我会再喝一杯啤酒
Eat and drink.,吃吧
I stayed up all night again.,我又熬夜了
What are you eating?,在吃什么呢
I was kept waiting for nearly half an hour.,我等了接近半小时
Somebody's in here.,这里有人
I have received a letter from a friend.,我收到了朋友的一封信
Are you for or against the plan?,你赞成还是反对这个计划
I've finished reading the book.,我看完了这本书
Tom's parents weren't particularly pleased.,汤姆的父母不是特别高兴
Here's the bill.,这是账单
I know that life is short.,我知道生命是短暂的
I don't quite agree with you.,我不太同意你的看法
Tom burst into tears.,汤姆泪流满面
Everybody knows that.,那件事谁都知道
I've lived away from home for a long time.,我在外地生活了很久
Tom's got nothing to hide.,汤姆没有什么可隐藏
Tom has many talents.,汤姆多才多艺
Do you know what he said?,你知道他说了什么吗
Where did you get it?,你从哪得到它的
This chair is made of plastic.,这把椅子是用塑胶制成的
The bill will never go through.,该法案将永远不会通过
You should have done it earlier. It cannot be helped now.,你应该早点做的
A great number of citizens went into the army.,许多老百姓加入了军队
You're very fast.,你非常快
It takes 165 years for Neptune to orbit around the sun.,海王星绕行太阳一周要花一百六十五年
The plane took off and was soon out of sight.,飞机起飞后
He has to repair the clock.,他必须修理这个时钟
Run and hide in the mountains.,跑到山里躲起来
She didn't like her husband.,她不喜欢她的丈夫
It was just a joke.,我这么说只是开个玩笑
May I help you?,我能帮你吗
I'm not going to say it again.,我不会再说了
We've had a most delightful day.,我们过了最愉快的一天
Tom never recovered completely.,汤姆从来没完全恢复
Australia is the world's fifth-largest coal producer.,澳大利亚是世界第五大煤炭产地
Tom has plenty of friends to help him.,汤姆有很多帮他的朋友
"""While you are reading to me, I can do my sewing.""",你读给我听的时候
I almost caught the fish.,我几乎钓到了鱼
The children were well looked after.,孩子们被照顾得很好
Tom wasn't surprised to see me.,汤姆见到我并没有惊讶
The date of manufacture is shown on the lid.,生产日期在盖子上
I'll do anything.,我会做任何事
"""She wrote him a long letter, but he didn't read it.""",她给他写了一封长信
Please take me to the hospital.,请带我去医院
Almost all the work is done now.,几乎所有的工作都完成了
I couldn't understand him at first.,起初我听不懂他说的话
His advice is always very sensible.,他的忠告总是很明智
Zimbabwe was once a colony of Britain.,津巴布韦曾经是英国的殖民地
"""Hi, my name's Tom. What's yours?""",你好
I was wrong.,我想错了
It's brand new.,这是全新的
He crossed the street.,他穿过公路
Some people eat sushi with their hands.,一些人用手吃寿司
Don't eat like a pig.,别像猪一样猛吃东西
We didn't have computers when I was growing up.,我小时候的时候还没有电脑
My father went fishing.,我父亲去钓鱼了
Is that for sale?,这个卖不卖
A drunk driver was responsible for the car accident.,喝醉的驾驶员对车祸有责任
"""I know you've been waiting a long time, but could you wait just a little bit longer?""",我知道你已经等很久了
I had to get my tattoo removed.,我必须把文身去掉
Tom mopped the floor.,汤姆擦了地板
She got her daughter a personal computer.,她给她的女儿买了一台个人电脑
My father is busy.,我爸爸很忙
J.F. Kennedy was buried in Arlington Cemetery.,约翰甘迺迪被安葬在阿灵顿公墓
She especially likes music.,她特别喜爱音乐
It is a pity that you can't join us.,你不能和我们一起来真可惜
I haven't seen her since then.,我从那时起就没有见过她
My mother made me a white dress.,我妈妈为我做了一件白色的洋装
I went camping with my family.,我和家人去露营
That isn't what I ordered.,我没有预定这个
Do you really want it?,你真的想要吗
Nobody would listen to me.,没有人会听我说
It's all your fault.,都是你的错
My father often reads the newspaper during meals.,我父亲经常在吃饭时读报纸
We've made mistakes.,我们犯错了
Someone is playing the piano.,有人正在弹钢琴
The train has already gone.,列车已经出发
I've been taking this medication for many years.,这种药我吃了好多年了
Who are my real parents?,谁才是我真正的父母
It is a sheer waste of time.,这完全是浪费时间
I have a cough and a little fever.,我咳嗽
It's very big.,它很大
I applied for a visa.,我申请了签证
Take it.,拿走吧
Tom teaches French.,汤姆教法语
My plans failed one after another.,我的计划一个接一个的失败了
They called their son Tom.,他们给他们的儿子取名叫汤姆
Are you looking for something?,您在找什么吗
"""""""How do you feel?"""" he asked.""",“
He has just become a principal.,他刚成为一名校长
I belong to the sailing club.,我参加帆船社
Tom squeezed Mary's hand.,汤姆捏了玛丽的手
Is there any mail for me today?,今天有给我的邮件吗
They were buried in a mass grave.,他们被埋在一座大坟墓里
I lost my fountain pen.,我把我的钢笔弄丢了
Tom knew he should help Mary.,汤姆知道他该帮玛丽
I walk my dog in the park every morning.,我每天早上到公园里遛狗
There's something odd going on.,正有什么奇怪的事情发生着
I'm sorry that I hurt you.,很抱歉我伤害了你
Give me a chance to make you proud of me.,给我机会来让你为我感到自豪
Your suggestion is worth considering.,你的建议值得考虑
I love coffee.,我爱咖啡
We should've taken the schedule into consideration.,我们本该考虑一下行程
I like to play tennis.,我喜欢打网球
Dog is man's best friend.,狗是人类最好的朋友
What's your favorite beverage?,你最喜欢的饮料是什么
Do you know how to use this camera?,你会用这台相机吗
I'm in love with her.,我爱上她了
How many apples do you want me to buy?,你想让我买多少个苹果
Tom was absent yesterday.,汤姆昨天缺席了
I saw a girl with long hair.,我看见一个长头发的女生
Why have you been late to school every day this week?,为什么你这个礼拜每天上学都迟到
What are you reading now?,你现在在读甚么
Mary dyed her hair blue.,玛丽把头发染成蓝色
I like that singer a lot.,我挺喜欢那个歌手的
Tom said he was sick.,汤姆说他病了
This couch is very comfortable.,这个沙发很舒服
Some of my friends can speak English well.,我的一些朋友英语说得很好
I'm not fond of her face.,我不喜欢她的脸
Tom told me he was nervous.,汤姆告诉我他紧张
Luckily he had enough money to pay the bill.,幸运的是他有足够的钱来付账
Zip your lips.,闭上你的嘴
Just give me your name and address.,只要给我你的姓名和住址
I've had enough.,我已经吃饱了
I'm very tired.,我很累
"""My parents usually speak to each other in French, even though my mother is a native English speaker.""",我父母通常用法语对话
Can you tell me how to get to the train station?,你可以告诉我如何到火车站吗
At what age did you have your first girlfriend?,你几岁交了第一个女朋友
Would you like to have a drink before dinner?,晚饭前您想喝一杯吗
How many Chinese characters can you write?,你会写多少汉字
You've done a lot.,你做了很多
I want to talk with your uncle.,我想和你的舅舅谈一谈
He offered his help to us.,他向我们提供了帮助
Tom didn't know exactly what it was that Mary wanted him to do.,汤姆不知道玛丽到底让他做什么
Give me an orange.,给我一个橙子
He rescued a boy from drowning.,他救了一个溺水的男孩
There are no hats in that store that fit me.,那个店里没有合我尺寸的帽子
"""That's not a real diamond, is it?""",那不是一颗真正的钻石
He got off at the next station.,他在下一站下车了
He has a pleasant voice.,他的声音很悦耳
"""I've looked everywhere, but I can't find my book.""",我什么地方都找过了
You cheated.,你作弊了
"""Fasten your seat belt, please.""",请系好安全带
Shouldn't you be studying?,你不应该在学习吗
Tom likes to play baseball.,汤姆喜欢打棒球
I guess that she is over thirty.,我猜她超过三十岁了
I need more room.,我需要更多空间
I enjoyed talking with you this evening very much.,今晚我非常享受和你的聊天
Tom will paint the fence tomorrow.,Tom
I didn't participate in the conversation.,我没有参与对话
Send it airmail.,航空邮寄它
At the time there were no native English speakers teaching in any public school.,当时没有任何以英语为母语的人在公立学校任教
Thank you very much for the wonderful dinner last night.,非常感谢您昨晚美妙的晚餐
How do you know that belongs to Tom?,你是怎么知道那是汤姆的
I don't agree with you on this point.,这一点我不赞成你
"""Well, let's go.""",好吧
I can't do it.,我无法做到这一点
I can't get away from work now.,我现在上班无法离开
He thought of a good solution.,他想到了一个解决的好办法
Languages aren't his forte.,语言不是他的强项
You may choose any of them.,你可以选择他们之中的任何一个
Do you have paper?,你们有没有纸
Tom said that he's considered quitting his job.,汤姆说他考虑辞职
I'd like to leave this town and never come back.,我希望离开这个村子并且再也不要回来
I'm very worried about my weight.,我很担心我的体重
I get you.,我了解你
Tom isn't a racist.,汤姆不是种族主义者
I am afraid of dogs.,我怕狗
What's your favorite drink?,你最喜欢的饮料是什么
Tom lives three miles east of here.,汤姆在这以东三哩的地方住
Are you laughing at me?,你在嘲笑我吗
Please give me a break.,饶了我吧
They say this old house is haunted.,据说老房子闹鬼
I want ten plates.,我要十个盘子
What do you do before breakfast?,早餐前你做什么
His watch is ten minutes slow.,他的手表慢了十分钟
I just wanted to prove to myself that I could do this.,我只想向自己证明我可以做到
She is always at the bottom of the class.,她总是在班上拿倒数第一
Do you know why spring rolls are called spring rolls?,你知道春卷为什么叫春卷吗
Be careful on your way back home.,回家的路上注意安全
I'll wait another five minutes.,我还要等五分钟
What exactly happened to you?,你到底怎么回事啊
I thought Tom had a soccer game tonight.,我以为汤姆今晚有足球比赛
You owe me something.,你欠我点东西
Do you like this book?,你喜欢这本书吗
I wish we could spend more time together.,我希望我们有更多时间呆在一起
I don't want either of them.,它们中没有我要的
Tom doesn't like cheese.,汤姆不喜欢乳酪
He put on clean trousers.,他穿上了干净的裤子
Tom needs encouragement.,汤姆需要鼓励
He's always running short of cash.,他总是缺钱
You've got to be joking.,你一定是开玩笑
I can verify that that's the truth myself.,我自己能够证实那是真的
We arrived here at six yesterday evening.,昨天晚上六点钟我们来到了这里
"""I looked, but I didn't see anything.""",我看过了
Could you tell me what my choices are?,你能告诉我我的选项是甚么吗
He's an excellent brain surgeon.,他是一个优秀的脑外科医生
Do you have a table on the patio?,你院子里有桌子吗
Sweet dreams!,祝你好梦
That red sweater looks good on you.,你穿那件红色的毛衣好看
Who's your most interesting friend?,你最有趣的朋友是谁
The two young girls smiled happily.,两个年轻的女孩高兴地微笑了
Tom hasn't lost his confidence.,汤姆还没有失去信心
Did you have a good weekend?,你周末过得怎么样
Just pull the door shut. It'll lock by itself.,只要推门就好了
"""I'm at work now, so I'll call you later.""",我现在在上班
Express your idea clearly.,把你的想法表达清楚
You should be ashamed of your ignorance.,你应该为你的无知感到羞耻
Remember to cross your t's.,记得在字母
You should pay more attention to what you say.,你应该更注意你说的话
I can't give up smoking.,我无法戒烟
I will play the guitar for you.,我会为你弹吉他
Tom turned right when he should've turned left.,汤姆本该往左转却往右转了
Aren't you free tonight?,你今天晚上没空吗
It's a waste of time and money.,这是在浪费时间和金钱
The contract was signed.,契约签订了
Can I start?,我可以开始了吗
My cell phone has a built-in digital camera.,我的手机有内建的数位相机
"""This city is 1,600 meters above sea level.""",这座城市海拔
We had a nice time last night.,我们昨晚过得很开心
I shouldn't have done it.,我本不应该做的
I've seen Tom naked.,我见过汤姆光着
He has no sense of humor.,他没有任何幽默感
Good morning.,早上好
There is a television in the room.,房里有个电视机
I've had just about enough of her.,我真的受够了她
I really like puppies.,我非常喜欢小狗
We are happy to see you again.,我们很高兴再次见到你
I booked a seat.,我订了一个位子
Tom will like this place.,汤姆会喜欢这里的
Take off your hats.,把你们的帽子摘下来
Drop the knife!,把刀放下
Don't waste your time.,别浪费时间
Tom made up his mind to become a newspaperman.,汤姆决定从事报业
Stop gawking.,别再傻看着
The animals died one after another.,动物一个接一个的死亡
Manholes are round because that way they won't accidentally fall through the hole.,人孔是圆的
His methods are not scientific.,他的方法不科学
That's quite meaningless.,这毫无意义
"""Can I see the menu, please?""",麻烦给我菜单
I believe you'll get over it soon.,我相信你很快就能复原
A little walk will give you a good appetite for breakfast.,散散步将会给你很好的食欲吃早餐
Is it too salty?,还有多余的盐吗
It seems so familiar.,这看起来似曾相识
He sang while working.,他一边唱歌一边工作
He is facing many difficulties.,他面临著许多困难
I'll pick you up at three.,我三点钟来接你
She left early in the morning.,她清晨离开了
It's gotten better.,它会好转的
He complained about the noise.,他抱怨这个噪音
You should have worked harder.,你应该要更努力的
There were no mistakes.,没有错误
It's much better to be woken by the birds than by an alarm.,被闹钟唤醒没有被鸟唤醒的好
Why do you want to study abroad?,为什么你想到外国读书
The doctor may have said so.,医生也许这么说过
"""If you bite me, I'll bite back.""",如果你咬我
I was born in 1988.,我生于
What subjects do you like the best?,你最喜欢什么科目
I think that I now have enough money to buy the car that I want.,我认为我现在有足够的钱买我想要的那辆车
The noise frightened the baby.,噪音吓到了婴儿
There are lots of trees in the countryside.,乡间有很多树
I almost didn't meet her.,我几乎没有遇见她
"""If you don't hurry, you'll miss the train.""",如果你不抓紧的话
A large pillar obstructs the view of the lake.,巨大的柱子遮住了视线
She disappeared.,她消失了
The only thing I have now are memories.,我现在仅有的东西就是我的记忆了
Who invented that?,那是谁发明的
She asked us several questions.,她问了我们好几个问题
We meet here once a week.,我们每周在这儿聚一次
I thought that you had to get up by 7:30.,我以为你要
Tom is your buddy.,汤姆是你的兄弟
Have you finished your work?,你完成你的工作了吗
"""He was aware that I was around, but didn't come to greet me.""",他注意到我在场
Don't listen to her.,别听她的
Police shouldn't take bribes.,警方不应该收取贿赂
I'd like to order drinks now.,我现在想点饮料
I am not a witch.,我不是巫婆
I have not seen him for a long time.,我很久没见过他了
She fooled him.,她愚弄了他
Does this belong to Tom?,这是汤姆的东西吗
How much money do you need?,你要多少钱
What do you want to be?,您想成为什么
I want a quart of milk.,我要一夸脱的牛奶
Who are you going with?,你和谁一起去那
Are you good at math?,你数学好吗
This train stops at every station.,这班火车每站都停
Tom is spending more and more time in Boston.,汤姆在波士顿待得越来越久
"""As far as I know, your letter is under that book.""",据我所知
Wake up!,醒醒
He left his parents when he was eight years old.,他八岁时离开了他的父母
Tom won't be coming.,汤姆不会来了
I asked her to wait a minute.,我让她等了一分钟
I'm going to call you tomorrow.,明天我给你打电话
I know it's difficult to believe.,我知道
You're too modest.,你太谦虚了
I don't procrastinate as much as I used to.,我不像我以前那么拖延了
I agree completely.,我完全同意
"""Sorry, I've got my hands full now.""",对不起
Where are you going to be?,你会在哪里
What do you think?,你认为如何
It's an hour's walk to the station.,步行到车站要一小时
It's very important to get enough rest.,充足的休息十分重要
He only had 100 dollars.,他只有
Tom isn't complaining.,汤姆没有抱怨
I ate the meat.,我吃肉了
I'm as tall as you.,我跟你一样高
The accident seemed to have something to do with the heavy snow.,事故似乎和厚厚的积雪有关
What's your major?,你的专业是什么
The hunter shot and killed the fox.,猎人射死了狐狸
That toy is made of wood.,这个玩具是用木头做的
Why do you work?,你为什么工作
This law is applicable to all cases.,此法适用于所有情况
It's about time to go to school.,差不多该去学校了
What are you hiding?,你在掩饰什么
The sun sets in the west.,太阳在西边落下
Do you know how the accident happened?,你知道这个意外是如何发生的吗
I know the boy standing over there.,我知道站在那里的那个男孩
I am responsible for the mistake.,我为这个错误负责
I've already told you the truth.,我已经告诉你真相了
I hired someone today.,我今天雇了个人
You're the only one who can help us.,你是唯一一个能帮助我们的人
I'm reading a novel by Sidney Sheldon.,我在读一本西德尼谢尔顿写的小说
"""You've never had a girlfriend, have you?""",你从没有女朋友
You work too hard these days. Aren't you tired?,这些天你工作太多了
Man is mortal.,人固有一死
Where do they want to go?,他们想到哪儿去
I can't reach it.,我搆不到它
I'm three years younger than you are.,我比你小三岁
Let me have a look.,让我看看
I thought I could be of some help.,我认为我能帮点忙
She gets good marks in English.,她英语成绩很好
What have you come here for?,你为什么来这儿
Nothing seems to grow in this soil.,这个土壤似乎长不出任何东西来
He often takes me for a drive.,他常常载我去兜风
The door is locked at nine o'clock.,九点钟锁门
He regrets what he did.,他对他所做的一切感到后悔
I thought he would come.,我以为他会来的
How much is this pen?,这支笔多少钱
Please fill out this form first.,请先填写这张表格
I also had a very good time.,我也过得很愉快
"""Stop, or I'll shoot.""",停止
I persuaded him to give up the idea.,我说服他放弃了这个主意
The train got in on time.,火车准时到了
The incident was etched in his memory.,这件事他铭记于心
How many foreign languages can you speak?,他会几种外语
The batteries in my calculator are dead.,我计算机的电池没电了
Mail this letter.,把这封信寄了
Who's to blame for the accident?,谁该为这次事故负责
We'll be profitable this year.,今年我们会盈利的
The audience was largely made up of very young children.,大部分观众是年幼的儿童
Who touched my gun?,谁碰了我的枪
Tom doesn't want to work after he's sixty.,汤姆
They are having a party tomorrow.,明天他们将举行派对
"""When I go on vacation, I'll rent a car.""",去度假的时候我要租辆车
This boy is lazy.,这个男孩子很懒
Have you read this book yet?,你读过这本书吗
A light bulb gives light.,灯泡发光
The whole country was covered in snow.,整个国家被大雪覆盖了
He keeps making the same mistake.,他总是犯同样的错误
My boss is keeping me pretty busy.,我的老板总让我很忙
Shouldn't somebody be helping Tom?,难道不该有人帮汤姆吗
He introduced me to his parents.,他把我介绍给他的父母认识
It is a privilege to meet you.,幸会
"""You're the new secretary, aren't you?""",您是新来的秘书吧
He got a better score than us.,他得到了比我们还高的分数
I need some medicine to kill the pain.,我需要用药来镇痛
No one wants that.,这个没人要
We have breakfast in the kitchen.,我们在厨房里吃早餐
"""She asked him why he was crying, but he didn't answer.""",她问他为什么哭
You shouldn't eat too much candy.,你不应该吃太多糖果
Tom already knew that.,汤姆已经知道了
"""Besides the piano, can you play any other instruments?""",除了钢琴以外
You have to have confidence.,你必须得自信
My father stopped drinking.,父亲戒酒了
I can't do any better.,我做得好到不能再好了
Laura Ingalls grew up on the prairie.,劳拉英戈尔斯是在草原上长大的
I was able to succeed because of your advice.,我因为有你的建议才能成功
How old is your oldest son?,你的长子几岁
